Case_number,AER_form,Reporter,Country,Gender,Species,Breed,Drug,Reaction,Animals_affected,Animals_treated,Animals_died,date,source_file,year
BRA-ZZELANCO-BR2021_001230,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1533665&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,Brazil,UNKNOWN,Dog,Shar Pei,"Galliprant 100 mg - Tablet, Galliprant 20 mg - Tablet, Galliprant 60 mg - Tablet",Acute renal failure,1,1,NA,2021-06-01T00:00:00Z,2021_eudra_galliprant.csv,2021
BRA-ZZELANCO-BR2021_001250,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1539664&_xt=AER&_xf=pdf""> AER </a>",Animal owner,Brazil,FEMALE,Dog,Crossbred Canine/dog,Galliprant 60 mg - Tablet,"Haemangiosarcoma, Ulceration NOS",1,1,NA,2021-06-15T00:00:00Z,2021_eudra_galliprant.csv,2021
BRA-ZZELANCO-BR2021_001851,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1569765&_xt=AER&_xf=pdf""> AER </a>",Animal owner,Brazil,FEMALE,Dog,Retriever - Labrador,Galliprant 60 mg - Tablet,"Breathlessness, Head down, Nystagmus, Paralysis, Vestibular disorder NOS",1,1,NA,2021-09-07T00:00:00Z,2021_eudra_galliprant.csv,2021
BRA-ZZELANCO-BR2021_002010,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1574718&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,Brazil,FEMALE,Dog,Dog (other),Galliprant 20 mg - Tablet,Haematochezia,1,1,NA,2021-09-22T00:00:00Z,2021_eudra_galliprant.csv,2021
BRA-ZZELANCO-BR2021_003022,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1589237&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,Brazil,FEMALE,Dog,"Dog (other), Hound - Swiss - (Lucerne Hound (Luzerner Laufhund), Schwyz Hound (Schweizer Laufhund), Bernese Hound, Jura Hound)","Galliprant 60 mg - Tablet, Onsior 20 mg/ml  - Solution for injection (cats and dogs)","Blood in vomit, Death",1,1,1,2021-11-03T00:00:00Z,2021_eudra_galliprant.csv,2021
BRA-ZZELANCO-BR2021_004234,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1603945&_xt=AER&_xf=pdf""> AER </a>",Animal owner,Brazil,FEMALE,Unknown,Crossbred Canine/dog,Galliprant 60 mg - Tablet,"Bloody diarrhoea, Hepato-biliary disorder NOS, Liver disorder NOS, Unusual stool colour",1,1,NA,2021-12-15T00:00:00Z,2021_eudra_galliprant.csv,2021
CAN-MERCKMSD-2021-CA-02262,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1584591&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,Canada,FEMALE,Dog,Collie - Border,"CANINSULIN 40 UI/ml SUSPENSION INYECTABLE PARA PERROS Y GATOS, CANINSULIN 40 UI/ml suspensie injectabilă pentru câini și pisici, CANINSULIN 40 UI/ml, sospensione iniettabile per cani e gatti, CANINSULIN 40 i.e./ml suspenzija za injiciranje, CANINSULIN 40IU/ML ΕΝΕΣΙΜΟ ΕΝΑΙΩΡΗΜΑ, CANINSULIN SUSPENSION INJECTABLE POUR CHIENS ET CHATS, Caninsulin 40 IU/ml Suspensie voor injectie, Caninsulin 40 IU/ml Suspension for Injection, Caninsulin 40 IU/ml injekčná suspenzia, Caninsulin 40 IU/ml suspensija injekcijām suņiem un kaķiem, Caninsulin 40 NE/ml szuszpenziós injekció kutyák és macskák részére, Caninsulin 40 j.m./ml Zawiesina do wstrzykiwań, Caninsulin Vet. 40 IE/ml injektionsvæske, suspension, Caninsulin vet. 40 TV/ml, injekcinė suspensija šunims ir katėms, Caninsulin, 40 I.E./ml, Caninsulin, 40 I.E./ml, Injektionssuspension für Hunde und Katzen, Caninsulin, 40 I.U./ml, suspension injectable, pour chiens et chats, Caninsulin, 40 IE/ml suspensie voor injectie voor hond en kat, Caninsulin, 40 ui/ml suspensão injetável para cães e gatos, Caninsulin, 40IU/ml, Injekční suspenze, Caninsulin® vet. 40 IU/ml, suspension for injection, Galliprant 100 mg - Tablet, Galliprant 20 mg - Tablet, Galliprant 60 mg - Tablet","Generalised weakness, Hypoglycaemia, Lack of efficacy - NOS, Localised hair loss",1,1,NA,2021-10-19T00:00:00Z,2021_eudra_galliprant.csv,2021
CAN-ZOETISPV-2021-CA-03347,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1585250&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,Canada,MALE,Dog,Alaskan Malamute,"Galliprant 100 mg - Tablet, Galliprant 20 mg - Tablet, Galliprant 60 mg - Tablet, Simparica Trio 48 mg + 0.96 mg + 200 mg - Chewable tablet","Dyspnoea, Polydipsia, Polyuria",1,1,NA,2021-10-21T00:00:00Z,2021_eudra_galliprant.csv,2021
CAN-ZZELANCO-CA2019_001494,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1542493&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,Canada,MALE,Dog,Retriever - Labrador,"Cartrophen vet, Galliprant 60 mg - Tablet","Elevated liver enzymes NOS, Elevated renal parameters, Emesis, Inappetence, Lethargy (see also Central nervous system depression in Neurological)",1,1,NA,2021-06-22T00:00:00Z,2021_eudra_galliprant.csv,2021
CAN-ZZELANCO-CA2021_000003,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1483347&_xt=AER&_xf=pdf""> AER </a>",Animal owner,Canada,FEMALE,Dog,Rottweiler,Galliprant 60 mg - Tablet,"Dehydration, Immune-mediated polyarthritis, Joint pain, Lateral recumbency, Pyrexia",1,1,NA,2021-01-08T00:00:00Z,2021_eudra_galliprant.csv,2021
CAN-ZZELANCO-CA2021_000004,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1485398&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,Canada,MALE,Dog,Retriever - Labrador,"Apoquel 16 mg - Chewable tablet, Apoquel 16 mg - Film-coated tablet, Apoquel 3.6 mg - Chewable tablet, Apoquel 3.6 mg - Film-coated tablet, Apoquel 5.4 mg - Chewable tablet, Apoquel 5.4 mg - Film-coated tablet, Aurizon ausu pilieni, suspensija suņiem, Cortavance 0.584 mg/ml - Cutaneous spray, solution, Galliprant 100 mg - Tablet, Onsior 40 mg  - Tablet (dogs)","Abdominal pain, Acid-base disorder, Ascites, Decreased appetite, Dehydration, Gastric perforation, Gastric ulcer, Gastritis, Hyperglycaemia, Hypochloraemia, Lethargy (see also Central nervous system depression in Neurological), Lymphocytosis, Monocytosis, Neutropenia, Other abnormal test result NOS, Peritonitis, Restlessness, Vomiting",1,1,NA,2021-01-15T00:00:00Z,2021_eudra_galliprant.csv,2021
CAN-ZZELANCO-CA2021_000009,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1483687&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,Canada,FEMALE,Dog,Retriever - Labrador,Galliprant 100 mg - Tablet,"Abnormal radiograph finding, Elevated liver enzymes NOS, Elevated renal parameters, Idiopathic vestibular disease, Vertical nystagmus",1,1,NA,2021-01-11T00:00:00Z,2021_eudra_galliprant.csv,2021
CAN-ZZELANCO-CA2021_000151,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1498852&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,Canada,MALE,Dog,Collie - Border,Galliprant 60 mg - Tablet,"Head tilt - neurological disorder (see also Head tilt - ear disorder), Horizontal nystagmus",1,1,NA,2021-02-24T00:00:00Z,2021_eudra_galliprant.csv,2021
CAN-ZZELANCO-CA2021_000425,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1530385&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,Canada,MALE,Dog,Bichon Frise,"Cartrophen vet, Galliprant 20 mg - Tablet","Ear infection NOS, Tympanic opacity",1,1,NA,2021-05-24T00:00:00Z,2021_eudra_galliprant.csv,2021
CAN-ZZELANCO-CA2021_000554,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1539052&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,Canada,FEMALE,Dog,Bulldog,Galliprant 60 mg - Tablet,"Decreased urine concentration, Elevated creatinine, Renal insufficiency, Urinary tract infection, Vaginitis",1,1,NA,2021-06-14T00:00:00Z,2021_eudra_galliprant.csv,2021
CAN-ZZELANCO-CA2021_000738,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1561531&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,Canada,FEMALE,Dog,Dog (other),"Galliprant 60 mg - Tablet, NexGard Spectra 150 mg + 30 mg - Chewable tablet, NexGard Spectra 18.75 mg + 3.75 mg - Chewable tablet, NexGard Spectra 37.5 mg + 7.5 mg - Chewable tablet, NexGard Spectra 75 mg + 15 mg - Chewable tablet, NexGard Spectra 9.375 mg + 1.875 mg - Chewable tablet","Anorexia, Diarrhoea, Neutrophilia, Vomiting",1,1,NA,2021-08-16T00:00:00Z,2021_eudra_galliprant.csv,2021
CAN-ZZELANCO-CA2021_000795,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1566921&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,Canada,FEMALE,Dog,Schnauzer - Miniature,Galliprant 20 mg - Tablet,Seizure NOS,1,1,NA,2021-09-01T00:00:00Z,2021_eudra_galliprant.csv,2021
CAN-ZZELANCO-CA2021_000821,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1578181&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,Canada,MALE,Dog,Cattle Dog - Flanders (Bouvier),Galliprant 100 mg - Tablet,"Abnormal cytology, Abnormal ultrasound finding, Behavioural disorder NOS, Breathing difficulty, Fever, Increased salivation, Lethargy (see also Central nervous system depression in Neurological)",1,1,NA,2021-10-01T00:00:00Z,2021_eudra_galliprant.csv,2021
CAN-ZZELANCO-CA2021_001025,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1581482&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,Canada,FEMALE,Dog,Retriever - Golden,Galliprant 60 mg - Tablet,"Abdominal cavity haemorrhage, Death by euthanasia, Listless, Splenic neoplasm NOS, Vomiting",1,1,1,2021-10-11T00:00:00Z,2021_eudra_galliprant.csv,2021
CAN-ZZELANCO-CA2021_001399,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1599028&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,Canada,FEMALE,Dog,Retriever - Labrador,"Anarthron 100 mg/ml Solution for Injection, Apoquel 16 mg - Chewable tablet, Apoquel 16 mg - Film-coated tablet, Cartrophen Vet 100 mg/ml Solution for Injection., Cartrophen Vet. 100 mg/ml injektionsvæske, opløsning, Cartrophen vet, Cartrophen vet. 100 mg/ml Injektionsvätska, lösning, Cartrophen vet. 100 mg/ml injektioneste, liuos, Galliprant 100 mg - Tablet","Bloody diarrhoea, Inappetence, Myofibrosarcoma, Vomiting",1,1,NA,2021-12-03T00:00:00Z,2021_eudra_galliprant.csv,2021
CAN-ZZELANCO-CA2021_001413,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1597600&_xt=AER&_xf=pdf""> AER </a>",Animal owner,Canada,FEMALE,Dog,Dog (other),"Galliprant 60 mg - Tablet, Tramadog 50 mg tablet for dogs",Skin sarcoma NOS,1,1,NA,2021-11-30T00:00:00Z,2021_eudra_galliprant.csv,2021
CAN-ZZELANCO-CA2021_001430,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1601807&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,Canada,MALE,Unknown,Unknown,Galliprant 60 mg - Tablet,"Gastric perforation, Lethargy (see also Central nervous system depression in Neurological), Not eating",1,1,NA,2021-12-10T00:00:00Z,2021_eudra_galliprant.csv,2021
CAN-ZZELANCO-CA2021_001439,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1598271&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,Canada,MALE,Unknown,Bulldog - French,"Galliprant 60 mg - Tablet, NexGard Spectra 150 mg + 30 mg - Chewable tablet, NexGard Spectra 18.75 mg + 3.75 mg - Chewable tablet, NexGard Spectra 37.5 mg + 7.5 mg - Chewable tablet, NexGard Spectra 75 mg + 15 mg - Chewable tablet, NexGard Spectra 9.375 mg + 1.875 mg - Chewable tablet",Bloody diarrhoea,1,1,NA,2021-12-02T00:00:00Z,2021_eudra_galliprant.csv,2021
DE-BVL-2020-04441,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1498569&_xt=AER&_xf=pdf""> AER </a>",Animal owner,Germany,MALE,Dog,Hound - Finnish,Galliprant 100 mg - Tablet,Bloody diarrhoea,1,1,NA,2021-02-24T00:00:00Z,2021_eudra_galliprant.csv,2021
