Case_number,AER_form,Reporter,Country,Gender,Species,Breed,Drug,Reaction,Animals_affected,Animals_treated,Animals_died,date,source_file,year
CAN-ZZELANCO-CA2020_001321,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1483034&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,Canada,FEMALE,Cat,Cat (other),"Onsior 20 mg/ml  - Solution for injection (cats and dogs), Onsior 6 mg  - Tablet (cats)","Burn, Death by euthanasia, Decreased appetite, Drinking a lot, Dyspnoea, Gingival hyperplasia, Hyperglycaemia, Hypoproteinaemia, Inappropriate urination, Lameness, Lethargy (see also Central nervous system depression in Neurological), Low platelet count, Lymphocytosis, Monocytosis, Necropsy performed, Neutropenia, Non-regenerative anaemia, Oral bleeding, Other abnormal test result NOS, Weakness, Weight loss",1,1,1,2021-01-07T00:00:00Z,2021_eudra_onisor.csv,2021
CAN-ZZELANCO-CA2021_000004,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1485398&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,Canada,MALE,Dog,Retriever - Labrador,"Apoquel 16 mg - Chewable tablet, Apoquel 16 mg - Film-coated tablet, Apoquel 3.6 mg - Chewable tablet, Apoquel 3.6 mg - Film-coated tablet, Apoquel 5.4 mg - Chewable tablet, Apoquel 5.4 mg - Film-coated tablet, Aurizon ausu pilieni, suspensija suņiem, Cortavance 0.584 mg/ml - Cutaneous spray, solution, Galliprant 100 mg - Tablet, Onsior 40 mg  - Tablet (dogs)","Abdominal pain, Acid-base disorder, Ascites, Decreased appetite, Dehydration, Gastric perforation, Gastric ulcer, Gastritis, Hyperglycaemia, Hypochloraemia, Lethargy (see also Central nervous system depression in Neurological), Lymphocytosis, Monocytosis, Neutropenia, Other abnormal test result NOS, Peritonitis, Restlessness, Vomiting",1,1,NA,2021-01-15T00:00:00Z,2021_eudra_onisor.csv,2021
CAN-ZZELANCO-CA2021_000144,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1498009&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,Canada,FEMALE,Cat,Cat (other),Onsior 6 mg  - Tablet (cats),Ataxia,1,1,NA,2021-02-23T00:00:00Z,2021_eudra_onisor.csv,2021
CAN-ZZELANCO-CA2021_000197,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1510058&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,Canada,FEMALE,Dog,Shepherd Dog - Australian,"Dexdomitor 0.1 mg/ml - Solution for injection, Dexdomitor 0.5 mg/ml - Solution for injection, Onsior 20 mg  - Tablet (dogs), Onsior 20 mg/ml  - Solution for injection (cats and dogs), Torbugesic 10 mg/ml Solution for Injection, Torbugesic Vet 10 mg/ml solution injectable pour chevaux, chiens et chats, Torbugesic Vet. 10 mg/ml injektionsvæske, opløsning, Torbuphanol Vet 10 mg/ml solution for injection for injection for horses, dogs and cats","Abdominal pain, Abnormal radiograph finding, Abnormal ultrasound finding, Anorexia, Dehydration, Diarrhoea, Drooling, Dull, Fever, Gastric irritation, Gastric ulceration NOS, Hypocalcaemia, Hypoproteinaemia, Increased respiratory rate, Intention tremor, Lethargy (see also Central nervous system depression in Neurological), Leucocytosis NOS, Melaena, Monocytosis, Neutrophilia, Non-regenerative anaemia, Ocular discharge, Regurgitation, Restlessness, Sunken eyes, Surgical site disorder, Tachycardia, Trembling, Unsettled, Urine abnormalities NOS, Vomiting",1,1,NA,2021-03-29T00:00:00Z,2021_eudra_onisor.csv,2021
CAN-ZZELANCO-CA2021_000235,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1512230&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,Canada,MALE,Cat,Bengal,"Onsior 20 mg/ml  - Solution for injection (cats and dogs), Onsior 5 mg  - Tablet (dogs)","Abnormal radiograph finding, Acute renal failure, Death, Falling, Shaking",1,1,1,2021-04-05T00:00:00Z,2021_eudra_onisor.csv,2021
CAN-ZZELANCO-CA2021_000289,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1515529&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,Canada,MALE,Dog,Samoyed,Onsior 40 mg  - Tablet (dogs),"Anorexia, Elevated alanine aminotransferase (ALT), Elevated liver enzymes NOS, Elevated total bilirubin, Icterus, Intestinal disorder NOS, Jaundice, Lethargy (see also Central nervous system depression in Neurological), Polydipsia, Preputial discharge, Vomiting",1,1,NA,2021-04-14T00:00:00Z,2021_eudra_onisor.csv,2021
CAN-ZZELANCO-CA2021_000337,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1551665&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,Canada,MALE,Dog,Crossbred Canine/dog,"MIPREPOL, oily suspension for dogs and cats, Onsior 40 mg  - Tablet (dogs), SUROLAN, SUROLAN (23MG+5MG+0,5293MG)/ML ΩΤΙΚΕΣ ΣΤΑΓΟΝΕΣ, ΕΝΑΙΩΡΗΜΑ, SUROLAN DROPS 23mg/ml, 5500IU/ml, 5mg/ml ωτικές σταγόνες σε εναιώρημα και δερματικό εναιώρημα για σκύλους και γάτες, SUROLAN sospensione oleosa per cani e gatti, SUROLAN ušné kvapky a dermálna suspenzia, SUROLAN, Kožní/ušní kapky, suspenze, SUROLAN, kapi za uho i suspenzija za kožu za pse i mačke, SUROLAN, picături auriculate si suspensie cutanată, SUROLAN, suspensija šunims ir katėms, SUROLAN, капки за уши и суспензия за кожа за кучета и котки, Surolan, Surolan  Oordruppels, suspensie, Surolan (23 mg + 0,5293 mg + 5 mg )/ml Krople do uszu, zawiesina, Surolan 5,0 mg/0,5293 mg/23,0 mg/ml, Ohrentropfen, Suspension zur Anwendung auf der Haut für Hunde und Katzen, Surolan Ear Drops and Cutaneous Suspension, Surolan Vet. 5 + 23 + 0,529 mg/ml øredråber, suspension og kutansuspension, Surolan külsőleges szuszpenzió A.U.V., Surolan suspensija ārīgai lietošanai suņiem un kaķiem, Surolan vet.  Örondroppar/kutan suspension, Surolan vet., örondroppar/kutan suspension, Surolan, nahasuspensioon koertele ja kassidele, Surolan, suspensie voor cutaan gebruik, bij honden en katten, Surolan, suspension pour application cutanée/suspension auriculaire en gouttes pour chiens et chats",Hearing decreased,1,1,NA,2021-07-16T00:00:00Z,2021_eudra_onisor.csv,2021
CAN-ZZELANCO-CA2021_000342,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1519641&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,Canada,FEMALE,Dog,Retriever - Golden,Onsior 40 mg  - Tablet (dogs),"Ataxia, Behavioural disorder NOS, Diarrhoea, Lethargy (see also Central nervous system depression in Neurological), Not drinking, Not eating, Vomiting",1,1,NA,2021-04-26T00:00:00Z,2021_eudra_onisor.csv,2021
CAN-ZZELANCO-CA2021_000349,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1519645&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,Canada,FEMALE,Cat,Cat (other),"Convenia 80 mg/ml  - Powder and solvent for solution for injection, Onsior 6 mg  - Tablet (cats)",Sudden death,1,1,1,2021-04-26T00:00:00Z,2021_eudra_onisor.csv,2021
CAN-ZZELANCO-CA2021_000392,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1527105&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,Canada,FEMALE,Dog,Retriever - Labrador,Onsior 40 mg  - Tablet (dogs),"Lethargy (see also Central nervous system depression in Neurological), Low platelet count, Skin petechiae",1,1,NA,2021-05-13T00:00:00Z,2021_eudra_onisor.csv,2021
CAN-ZZELANCO-CA2021_000474,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1532471&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,Canada,FEMALE,Human,Unknown,Onsior 6 mg  - Tablet (cats),"Feeling anxious, Stomach upset",1,1,NA,2021-05-28T00:00:00Z,2021_eudra_onisor.csv,2021
CAN-ZZELANCO-CA2021_001201,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1586370&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,Canada,UNKNOWN,Dog,Maltese,Onsior 5 mg  - Tablet (dogs),Found dead,3,3,3,2021-10-26T00:00:00Z,2021_eudra_onisor.csv,2021
CAN-ZZELANCO-CA2021_001344,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1594845&_xt=AER&_xf=pdf""> AER </a>",Animal owner,Canada,FEMALE,Unknown,Unknown,Onsior 40 mg  - Tablet (dogs),"Excessive thirst, Paralysis",1,1,NA,2021-11-22T00:00:00Z,2021_eudra_onisor.csv,2021
CAN-ZZELANCO-CA2021_001469,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1603940&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,Canada,FEMALE,Unknown,Mastiff,Onsior 40 mg  - Tablet (dogs),"Decreased cholesterol (total), Elevated alanine aminotransferase (ALT), Elevated amylase, Elevated gamma-glutamyl transferase (GGT), Elevated total bilirubin, Jaundice, Lethargy (see also Central nervous system depression in Neurological), Not eating",1,1,NA,2021-12-15T00:00:00Z,2021_eudra_onisor.csv,2021
CHE-ZZELANCO-CH2021_000013,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1539043&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,Switzerland,MALE,Dog,Bulldog - French,Onsior 20 mg/ml  - Solution for injection (cats and dogs),"Death, Dyspnoea, Lung oedema",1,1,1,2021-06-14T00:00:00Z,2021_eudra_onisor.csv,2021
DE-BAYERBAH-2021-697624,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1527976&_xt=AER&_xf=pdf""> AER </a>",Animal owner,Germany,FEMALE,Dog,Coton de Tuléar,"Apoquel 3.6 mg - Film-coated tablet, Onsior 5 mg  - Tablet (dogs), Seresto 1.25 g + 0.56 g, collar for dogs ≤ 8 kg","Convulsion, Falling, Reddening of the skin",1,1,NA,2021-05-17T00:00:00Z,2021_eudra_onisor.csv,2021
DE-BVL-2021-18192,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1545595&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,Germany,FEMALE,Cat,Unknown,Onsior 6 mg  - Tablet (cats),Apathy,1,1,NA,2021-06-30T00:00:00Z,2021_eudra_onisor.csv,2021
DE-DEBIAHP-2015DE00257,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1492639&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,Germany,MALE,Dog,Crossbred Canine/dog,"Onsior 10 mg  - Tablet (dogs), Onsior 20 mg  - Tablet (dogs), Onsior 20 mg/ml  - Solution for injection (cats and dogs), Onsior 40 mg  - Tablet (dogs), Onsior 5 mg  - Tablet (dogs), Onsior 6 mg  - Tablet (cats), Vetmedin 5 mg Kautabletten für Hunde",Urinary tract disorder NOS,1,1,NA,2021-02-05T00:00:00Z,2021_eudra_onisor.csv,2021
DE-UKPFIZAH-2021-DE-00124,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1573030&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,Germany,MALE,Dog,Bulldog,"Cytopoint 10 mg/ml - Solution for injection, Cytopoint 20 mg/ml - Solution for injection, Cytopoint 30 mg/ml - Solution for injection, Cytopoint 40 mg/ml - Solution for injection, Onsior 40 mg  - Tablet (dogs)","Collapse (see also Cardio-vascular and Systemic disorders), Death, Seizure NOS",1,1,1,2021-09-16T00:00:00Z,2021_eudra_onisor.csv,2021
